gleak,gklt,gh,erev,gna,gkht,gka,stim_amp,cam,kam,cbm,kbm
4.741860941779463,34.79215560723025,11.777626971224718,-75.65004627898703,207.72113579284874,273.4139821360327,75.22407026292626,0.2001614120274029,96.56707236005,0.04491672090592666,7.7959039775617525,-0.030572418388981174
