Stimulus_nA,SteadyStateVoltage_mV,AP_count
-0.1,-84.37,0
-0.08,-82.383,0
-0.06,-80.115,0
-0.04,-77.501,0
-0.02,-74.491,0
0.0,-71.129,0
0.02,-67.626,0
0.04,-64.24,0
0.06,-61.105,0
0.08,-58.245,0
0.1,-55.656,0
0.12,-53.351,0
0.14,-51.355,0
0.16,-49.661,1
0.18,-48.23,1
0.2,-47.012,1
0.22,-45.959,2
0.24,-45.034,2
0.26,-44.209,2
0.28,-43.463,2
0.3,-42.781,2
0.32,-42.152,2
0.34,-41.566,2
