Mid_Current_nA,InputResistance_GOhm
-0.09,0.099
-0.07,0.113
-0.05,0.131
-0.03,0.151
-0.01,0.168
0.01,0.175
0.03,0.169
0.05,0.157
0.07,0.143
0.09,0.129
0.11,0.115
0.13,0.1
0.15000000000000002,0.085
0.16999999999999998,0.072
0.19,0.061
0.21000000000000002,0.053
0.22999999999999998,0.046
0.25,0.041
0.27,0.037
0.29000000000000004,0.034
0.31,0.031
0.33,0.029
