gleak,gklt,gh,erev,gna,gkht,gka,stim_amp,cam,kam,cbm,kbm
9.205654157550775,7.078857506303272,12.931219267780753,-70.61648805398863,202.17123153575972,145.61440349137078,107.05767370852027,0.0879825518789723,75.6644221575704,0.034346542656881696,7.020095319080563,-0.04134055953313222
