gleak,gklt,gh,erev,gna,gkht,gka,stim_amp,cam,kam,cbm,kbm
8.848318180166975,6.075841328812288,2.180601773665028,-70.1698274797966,210.5323873022259,128.03957177661432,126.67085832508073,0.0799661608036886,76.55528269293646,0.04343949387569996,8.223965242417494,-0.030376289127368263
