gleak,gklt,gh,erev,gna,gkht,gka,stim_amp,cam,kam,cbm,kbm
8.848318180166975,6.8127942225747375,2.1818529115799445,-70.1698274797966,239.80422452685414,215.145222185225,92.76175084083887,0.10003544600142979,81.10824233086207,0.04682242263588634,7.085132728449263,-0.03227008779940069
