Stimulus_nA,SteadyStateVoltage_mV,AP_count
-0.1,-79.393,0
-0.08,-77.646,0
-0.06,-75.679,0
-0.04,-73.457,0
-0.02,-70.957,0
0.0,-68.188,0
0.02,-65.188,0
0.04,-61.968,0
0.06,-58.426,0
0.08,-54.275,0
0.1,-49.896,0
0.12,-48.653,45
0.14,-46.534,53
0.16,-45.413,58
0.18,-42.585,62
0.2,-41.217,64
0.22,-39.656,64
0.24,-37.998,32
0.26,-39.213,3
0.28,-38.577,2
0.3,-37.982,2
0.32,-37.422,2
0.34,-36.89,2
