Mid_Current_nA,InputResistance_GOhm
-0.09,0.135
-0.07,0.154
-0.05,0.18
-0.03,0.209
-0.01,0.229
0.01,0.218
0.03,0.188
0.05,0.159
0.07,0.138
0.09,0.121
0.11,0.106
0.13,0.091
0.15000000000000002,0.076
0.16999999999999998,0.063
0.19,0.053
0.21000000000000002,0.045
0.22999999999999998,0.039
0.25,0.035
0.27,0.031
0.29000000000000004,0.028
0.31,0.026
0.33,0.024
