Stimulus_nA,SteadyStateVoltage_mV,AP_count
-0.1,-92.29,0
-0.08,-89.585,0
-0.06,-86.499,0
-0.04,-82.908,0
-0.02,-78.727,0
0.0,-74.157,0
0.02,-69.794,0
0.04,-66.033,0
0.06,-62.845,0
0.08,-60.084,0
0.1,-57.654,0
0.12,-55.525,0
0.14,-53.703,1
0.16,-52.177,1
0.18,-50.908,1
0.2,-49.844,1
0.22,-48.936,1
0.24,-48.149,1
0.26,-47.454,1
0.28,-46.833,1
0.3,-46.27,1
0.32,-45.754,1
0.34,-45.278,1
