gleak,gna,gkht,gklt,gh,gka,erev,cam,kam,cbm,kbm
9.206,202.17199999999997,145.61399999999998,7.078,12.930000000000001,107.056,-70.61600000000001,75.664,0.032,7.0200000000000005,-0.042
