gleak,gna,gkht,gklt,gh,gka,erev,cam,kam,cbm,kbm
6.154000000000001,225.18800000000002,228.212,33.327999999999996,9.804,46.464000000000006,-76.006,85.612,0.038,6.981999999999999,-0.034
