Mid_Current_nA,InputResistance_GOhm
-0.09,0.11
-0.07,0.123
-0.05,0.137
-0.03,0.151
-0.01,0.159
0.01,0.156
0.03,0.143
0.05,0.127
0.07,0.113
0.09,0.1
0.11,0.09
0.13,0.083
0.15000000000000002,0.076
0.16999999999999998,0.07
0.19,0.064
0.21000000000000002,0.059
0.22999999999999998,0.054
0.25,0.049
0.27,0.044
0.29000000000000004,0.04
0.31,0.037
0.33,0.034
