Mid_Current_nA,InputResistance_GOhm
-0.09,0.09
-0.07,0.104
-0.05,0.121
-0.03,0.143
-0.01,0.167
0.01,0.18
0.03,0.172
0.05,0.15
0.07,0.128
0.09,0.111
0.11,0.098
0.13,0.087
0.15000000000000002,0.079
0.16999999999999998,0.071
0.19,0.064
0.21000000000000002,0.058
0.22999999999999998,0.053
0.25,0.048
0.27,0.043
0.29000000000000004,0.04
0.31,0.037
0.33,0.034
