Stimulus_nA,SteadyStateVoltage_mV,AP_count
-0.1,-82.125,0
-0.08,-80.142,0
-0.06,-77.909,0
-0.04,-75.386,0
-0.02,-72.554,0
0.0,-69.443,0
0.02,-66.103,0
0.04,-62.501,0
0.06,-58.252,0
0.08,-52.065,19
0.1,-52.004,43
0.12,-50.203,55
0.14,-48.084,63
0.16,-46.088,69
0.18,-44.288,74
0.2,-43.052,78
0.22,-40.866,82
0.24,-39.399,84
0.26,-37.264,85
0.28,-35.691,86
0.3,-34.204,84
0.32,-33.667,6
0.34,-33.157,4
0.36,-32.666,3
0.38,-32.192,3
