Stimulus_nA,SteadyStateVoltage_mV,AP_count
-0.1,-86.632,0
-0.08,-84.584,0
-0.06,-82.251,0
-0.04,-79.561,0
-0.02,-76.467,0
0.0,-73.034,0
0.02,-69.547,0
0.04,-66.331,0
0.06,-63.505,0
0.08,-61.036,0
0.1,-58.856,0
0.12,-56.908,0
0.14,-55.157,0
0.16,-53.584,0
0.18,-52.176,0
0.2,-50.922,1
0.22,-49.807,1
0.24,-48.814,1
0.26,-47.926,1
0.28,-47.126,1
0.3,-46.401,1
0.32,-45.739,1
0.34,-45.129,1
0.36,-44.564,1
0.38,-44.037,1
