Mid_Current_nA,InputResistance_GOhm
-0.09,0.102
-0.07,0.117
-0.05,0.134
-0.03,0.155
-0.01,0.172
0.01,0.174
0.03,0.161
0.05,0.141
0.07,0.123
0.09,0.109
0.11,0.097
0.13,0.088
0.15000000000000002,0.079
0.16999999999999998,0.07
0.19,0.063
0.21000000000000002,0.056
0.22999999999999998,0.05
0.25,0.044
0.27,0.04
0.29000000000000004,0.036
0.31,0.033
0.33,0.03
0.35,0.028
0.37,0.026
