Mid_Current_nA,InputResistance_GOhm
-0.09,0.101
-0.07,0.11
-0.05,0.118
-0.03,0.127
-0.01,0.133
0.01,0.139
0.03,0.144
0.05,0.152
0.07,0.174
0.09,0.321
0.11,-0.068
0.13,0.062
0.15000000000000002,0.009
0.16999999999999998,0.084
0.19,0.068
0.21000000000000002,0.064
0.22999999999999998,0.071
0.25,0.029
0.27,0.078
0.29000000000000004,0.072
0.31,0.09
0.33,0.021
