Stimulus_nA,SteadyStateVoltage_mV,AP_count
-0.1,-91.825,0
-0.08,-88.323,0
-0.06,-84.463,0
-0.04,-80.247,0
-0.02,-75.823,0
0.0,-71.441,0
0.02,-67.239,0
0.04,-63.105,0
0.06,-58.539,0
0.08,-50.204,5
0.1,-50.329,40
0.12,-49.868,52
0.14,-47.325,60
0.16,-45.249,67
0.18,-43.375,72
0.2,-41.15,76
0.22,-39.284,78
0.24,-37.507,80
0.26,-35.461,80
0.28,-33.745,55
0.3,-33.245,5
0.32,-32.673,4
0.34,-32.125,3
