gleak,gklt,gh,erev,gna,gkht,gka,stim_amp,cam,kam,cbm,kbm
6.154936067905477,33.33018932724976,9.80480337939992,-76.00587287390745,225.18864620074146,228.2128579588118,46.465283894400564,0.17984143276153083,85.61312788139527,0.04014073295589147,6.97997557739992,-0.036165384341898754
