gleak,gklt,gh,erev,gna,gkht,gka,stim_amp,cam,kam,cbm,kbm
6.154936067905476,33.33018932724976,9.80480337939992,-76.00587287390745,225.18864620074146,228.21285795881175,46.46528389440057,0.17984143276153083,85.61312788139529,0.040140732955891475,6.979975577399921,-0.03616538434189877
